initial,final,radii,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6
1,3,0.341898133662589,-0.381914396951804,0.374287161194172,-0.0774461433149153,0.118085603044449,-0.159887349344775,-0.101611171467378
1,3,0.33912233645172,-0.381914396955432,0.378560871593753,-0.0744241736947187,0.118085603048129,-0.164161033877736,-0.104633122771591
1,3,0.336405079973026,-0.381914396957329,0.382834581837266,-0.0714022042031433,0.118085603052774,-0.168434718573247,-0.107655074195257
1,3,0.333747794076513,-0.381914396937792,0.387108291914807,-0.0683802348270185,0.118085603072151,-0.172708403435095,-0.110677025733862
1,3,0.331151922449507,-0.381914396924425,0.391382001810409,-0.065358265565141,0.11808560308511,-0.176982088472536,-0.113698977395689
1,3,0.328618920487416,-0.381914396908697,0.395655711508067,-0.0623362964177512,0.118085603081665,-0.181255773706453,-0.116720929174083
1,3,0.32615025300244,-0.381914396927119,0.399929421128694,-0.0593143273883124,0.118085603063387,-0.185529459022464,-0.11974288106327
1,3,0.323747391702231,-0.381914396962656,0.40420313060166,-0.0562923584611948,0.118085603034001,-0.189803144493481,-0.122764833044392
1,3,0.321411812484149,-0.381914396948911,0.408476839873271,-0.0532703896304619,0.118085603038088,-0.194076830149908,-0.12578678514445
1,3,0.319144992512502,-0.381914396972146,0.412750548992733,-0.0502484209041276,0.118085603018767,-0.198350515963759,-0.128808737341447
1,3,0.316948407089413,-0.381914396983548,0.417024258011876,-0.0472264522817472,0.11808560300749,-0.202624201879107,-0.131830689640736
1,3,0.31482352633751,-0.381914397008555,0.421297966958569,-0.0442044837439445,0.11808560300968,-0.206897887874966,-0.134852642013203
1,3,0.312771811692346,-0.381914396974315,0.425571675717348,-0.0411825152835304,0.118085603034489,-0.211171574051984,-0.137874594472613
1,3,0.310794712164256,-0.381914396958652,0.429845384397867,-0.0381605469173851,0.118085603049964,-0.215445260313676,-0.140896547017222
1,3,0.308893660508368,-0.381914396935266,0.434119092965136,-0.0351385786376239,0.118085603073244,-0.2197189466769,-0.143918499664789
1,3,0.307070069144483,-0.381914396907049,0.43839280138233,-0.0321166103971483,0.118085603084541,-0.223992633194169,-0.146940452346027
1,3,0.30532532599946,-0.381914396924724,0.442666509709844,-0.0290946422528036,0.118085603066963,-0.228266319801101,-0.149962405123422
1,3,0.303660790180417,-0.381914396986925,0.446940217900415,-0.026072674173456,0.118085603037743,-0.232540006552916,-0.152984357954587
1,3,0.302077787612101,-0.381914396905603,0.451213925941194,-0.0230507061356144,0.118085603113027,-0.236813693440231,-0.15600631084747
1,3,0.30057760647486,-0.381914396854408,0.455487633987651,-0.0200287381727057,0.118085603153648,-0.24108738032732,-0.159028263807577
1,3,0.299161492720589,-0.381914396831994,0.459761341926377,-0.017006770286651,0.118085603175986,-0.245361067323706,-0.162050216842324
1,3,0.297830645517488,-0.381914396833818,0.464035049883047,-0.013984802457594,0.11808560317409,-0.249634754303101,-0.165072169932721
1,3,0.296586212695215,-0.381914396810853,0.468308757656866,-0.010962834666924,0.118085603196989,-0.253908441469989,-0.168094123054941
1,3,0.295429286263742,-0.381914396780619,0.472582465408439,-0.00794086689713936,0.118085603242723,-0.258182128644565,-0.171116076218637
1,3,0.294360898004955,-0.381914396711132,0.476856173113763,-0.00491889917970693,0.11808560331204,-0.262455815879339,-0.174138029414956
1,3,0.293382015190356,-0.381914396582735,0.481129880767698,-0.00189693152017794,0.118085603394247,-0.266729503162471,-0.177159982673468
1,3,0.292493536464642,-0.381914396689791,0.485403588465671,0.00112503600797798,0.118085603302583,-0.271003190403077,-0.180181936061214
1,3,0.291696287906299,-0.38191439672626,0.489677296108688,0.0041470036125029,0.118085603281324,-0.275276877690705,-0.183203889383812
1,3,0.290991019361194,-0.381914396615433,0.493951003670961,0.00716897112631979,0.118085603361925,-0.279550565061201,-0.186225842794114
1,3,0.290378401050945,-0.381914396788958,0.498224711217646,0.0101909386076945,0.118085603206005,-0.283824252450513,-0.189247796232295
1,3,0.289859020398754,-0.381914396776415,-0.497501581480163,0.0132129061017681,0.118085603193631,-0.288097940076099,-0.192269749669401
1,3,0.289433379368238,-0.381914397130308,-0.493227874194778,0.016234873494236,0.118085602862226,-0.29237162774091,-0.195291703176411
1,3,0.289101891974112,-0.381914397174226,-0.488954167123027,0.0192568409435377,0.118085602848122,-0.296645315604536,-0.198313656647543
1,3,0.288864882380068,-0.381914396734053,-0.484680460732849,0.0222788084681424,0.11808560325851,-0.300919004144288,-0.201335610051081
1,3,0.2887225832182,-0.381914396901994,-0.480406752635767,0.0253007758326785,0.118085603120295,-0.305192690994715,-0.204357563589816
1,3,0.28867513459481,-0.381914395515583,-0.476133045179882,0.0283227437530911,0.118085604484427,-0.309466378462414,-0.20737951660651
1,4,0.353553390593274,-0.3819144087,0.3569462187,-0.0897080727,0.1180855913,-0.1430537813,-0.0897080727
1,4,0.353553389778812,-0.381914407877751,0.365695640293865,-0.0897080715426009,0.118085590967773,-0.134304358556965,-0.0897080715383811
1,4,0.353553390151916,-0.381914408510502,0.374445063350192,-0.0897080703817291,0.118085592111262,-0.125554937276391,-0.0897080703764975
1,4,0.353553389793942,-0.381914407365601,0.383194484640692,-0.0897080692147232,0.118085591502865,-0.116805514229991,-0.0897080692092369
1,4,0.353553389893715,-0.381914407166803,0.391943907867508,-0.0897080680575495,0.118085591841961,-0.108056093119907,-0.0897080680520191
1,4,0.353553389938516,-0.38191440777769,0.400693330006369,-0.0897080668835681,0.118085593146009,-0.0993066709218671,-0.0897080668780098
1,4,0.353553389921242,-0.381914407567589,0.409442752185994,-0.0897080657293069,0.118085593382617,-0.0905572487645917,-0.0897080657237379
1,4,0.353553389899531,-0.381914407351068,0.418192174368723,-0.0897080645791908,0.118085593631989,-0.0818078266104202,-0.089708064573623
1,4,0.353553390097811,-0.381914406225959,0.426941596398681,-0.0897080634281729,0.11808559307482,-0.0730584043034779,-0.0897080634226155
1,4,0.353553389710037,-0.381914406811532,0.435691018840812,-0.0897080622676857,0.118085594437119,-0.0643089824087087,-0.0897080622621109
1,4,0.35355338992518,-0.381914406443789,0.44444044086997,-0.0897080612804155,0.118085594440136,-0.0555595601357583,-0.0897080609095228
1,4,0.350023435139609,-0.38191440608757,0.446590650136352,-0.0897081369745005,0.118085593912848,-0.0433742675752365,-0.0897079834203181
1,4,0.343956525064425,-0.381914406128267,0.437881464867659,-0.089708162734447,0.118085593877659,-0.034584792703676,-0.0897079576700938
1,4,0.33800721290617,-0.381914406145196,0.429170958879744,-0.089708161366077,0.118085593847896,-0.0257966266835079,-0.0897079590366669
1,4,0.332181818061547,-0.381914406191705,0.420459229040165,-0.0897081598124215,0.118085593798472,-0.0170096738689241,-0.0897079606027574
1,4,0.326486974327602,-0.381914406238774,0.411746330121998,-0.0897081581326182,0.118085593759327,-0.00822388027896666,-0.0897079622955964
1,4,0.320929632230001,-0.381914406273654,0.403032315479682,-0.0897081563215911,0.118085593729958,0.000560806703335691,-0.0897079641142004
1,4,0.315517058076006,-0.381914406288206,0.394317237245175,-0.0897081543739291,0.118085593702935,0.00934443852223365,-0.0897079660601574
1,4,0.310256829143156,-0.38191440632988,0.385601146439679,-0.0897081522950243,0.118085593669465,0.0181270655571184,-0.0897079681503202
1,4,0.305156824312034,-0.3819144063513,0.376884092975399,-0.0897081500864087,0.118085593656984,0.0269087371214856,-0.0897079703609755
1,4,0.300225209479919,-0.381914406354025,0.368166125813907,-0.0897081477189799,0.118085593653993,0.0356895016175117,-0.0897079727219017
1,4,0.295470416849935,-0.381914406304722,0.35944729299986,-0.0897081452128957,0.118085593703043,0.044469406567124,-0.0897079751971704
1,4,0.290901117453666,-0.381914406252137,0.350727641801262,-0.0897081425517946,0.118085593739908,0.0532484987490248,-0.0897079778262
1,4,0.28652618610252,-0.381914406245922,0.342007218740851,-0.0897081397491388,0.118085593732182,0.0620268242277805,-0.0897079806187889
1,4,0.28235465817988,-0.38191440635883,0.333286069681014,-0.0897081368179191,0.118085593634082,0.0708044284361982,-0.0897079835960554
1,4,0.27839567762207,-0.381914406462547,0.324564239773266,-0.0897081337159535,0.118085593530563,0.079581356123255,-0.0897079867399417
1,4,0.27465843597288,-0.381914406526906,0.315841773685136,-0.0897081304518234,0.118085593479798,0.0883576515777705,-0.0897079900276514
1,4,0.271152102212385,-0.381914406541073,0.307118715620759,-0.0897081269850053,0.118085593452393,0.0971333586472331,-0.0897079934946121
1,4,0.267885743731754,-0.381914406624125,0.298395109438659,-0.089708123351418,0.118085593382253,0.105908520853321,-0.089707997160826
1,4,0.264868239028044,-0.381914406549776,0.289670998453638,-0.0897081194911121,0.118085593456457,0.114683181193445,-0.089708000979919
1,4,0.26210818317909,-0.381914406468107,0.280946425870383,-0.0897081154213759,0.118085593530104,0.123457382570381,-0.0897080050051556
1,4,0.259613787599127,-0.381914406340031,0.272221434527428,-0.0897081110979766,0.118085593665956,0.132231167536338,-0.0897080092624043
1,4,0.257392776104599,-0.381914406097041,0.263496067021283,-0.0897081064990268,0.118085593885303,0.141004578415022,-0.0897080137411678
1,4,0.255452279698636,-0.381914406004031,0.254770365933517,-0.0897081016700725,0.118085593990172,0.149777657526169,-0.0897080185204553
1,4,0.25379873284871,-0.381914405780587,0.246044373391073,-0.0897080964974363,0.118085594202248,0.158550446746975,-0.0897080235821917
1,4,0.252437774568397,-0.381914405777571,0.237318131715449,-0.0897080909916635,0.118085594216769,0.167322988156515,-0.0897080290807271
1,4,0.251374157255181,-0.38191440562231,0.228591682718765,-0.0897080849962726,0.118085594372078,0.176095323334319,-0.0897080349971373
1,4,0.250611666824183,-0.381914405766173,0.219865068540308,-0.0897080784526768,0.118085594217091,0.184867494191286,-0.0897080416020496
1,4,0.250153056946907,-0.3819144063973,0.211138331075976,-0.0897080711900885,0.118085593608264,0.193639542400915,-0.0897080491550815
1,4,0.249999999999997,-0.381914405992445,0.202411511215424,-0.0897080618964338,0.11808559400756,0.202411508639156,-0.0897080582530393
2,3,0.306186217847893,-0.0425201156,0.0028472604,0.494945040896644,0.4574798844,0.0028472604,0.141391650303356
2,3,0.305651124431817,-0.0421326222835527,0.00284720145649056,0.494671044467918,0.460507408065644,0.00284720145648453,0.139250870512234
2,3,0.304792687487117,-0.0442907842168295,0.00284720145363315,0.4961970953992,0.462665736562148,0.00284720145362688,0.137724701789724
2,3,0.30395481389807,-0.046448956308579,0.00284720145111633,0.497723153512833,0.464824054901177,0.0028472014511102,0.136198540249415
2,3,0.303137674177105,-0.0486071289758706,0.00284720144866271,0.49924921204095,0.466982372664053,0.00284720144865692,0.134672379122644
2,3,0.302341436435091,-0.0507653019607517,0.00284720144616358,0.500775270780714,0.469140690111122,0.00284720144615784,0.133146218209994
2,3,0.301566266239388,-0.0529234752404129,0.00284720144368211,0.502301329733781,0.471299007262187,0.00284720144367626,0.131620057508877
2,3,0.300812326457613,-0.0550816488128347,0.00284720144113907,0.503827388882087,0.473457324120274,0.00284720144113347,0.130093897002649
2,3,0.300079777112639,-0.0572398226560229,0.0028472014387039,0.505353448240244,0.475615640706358,0.00284720143869857,0.128567736704484
2,3,0.299368775228248,-0.0593979967644968,0.00284720143635846,0.506879507796138,0.477773957028444,0.00284720143635295,0.12704157660584
2,3,0.298679474685688,-0.0615561711461071,0.00284720143387061,0.508405567519751,0.479932273077276,0.00284720143386501,0.125515416674712
2,3,0.298012026069673,-0.0637143457883753,0.00284720143130324,0.509931627409543,0.482090588867063,0.00284720143129828,0.123989256912009
2,3,0.297366576523869,-0.065872520674972,0.00284720142874485,0.511457687474558,0.484248904411131,0.00284720142874006,0.122463097322529
2,3,0.296743269598716,-0.0680306958008029,0.0028472014261529,0.512983747702596,0.486407219715964,0.00284720142614697,0.120936937896037
2,3,0.296142245108254,-0.0701888711239329,0.00284720142398695,0.514509808136595,0.488565534823945,0.00284720142398137,0.119410778676108
2,3,0.295563638986,-0.0723470466730004,0.00284720142175177,0.516035868716192,0.490723849705923,0.00284720142174722,0.117884619601653
2,3,0.295007583141625,-0.0745052224415853,0.00284720141938764,0.517561929431905,0.492882164367798,0.00284720141938286,0.116358460662458
2,3,0.294474205320464,-0.0766633984235528,0.00284720141688458,0.519087990276115,0.495040478814307,0.00284720141687997,0.114832301848927
2,3,0.293963628963638,-0.0788215745750549,0.00284720141475301,0.520614051289486,0.497198793095505,0.00284720141474863,0.113306143210503
2,3,0.29347597308029,-0.0809797509296587,0.00284720141238864,0.522140112410633,0.499357107171696,0.0028472014123849,0.111779984677138
2,3,0.293011352107569,-0.0831379274811467,0.0028472014097533,0.523666173622332,-0.498484578947588,0.0028472014097492,0.110253826236291
2,3,0.292569875793128,-0.0852961041545573,0.00284720140775312,0.525192235028879,-0.496326265192775,0.00284720140774827,0.108727667984642
2,3,0.292151649052225,-0.0874542810199277,0.00284720140538556,0.526718296496355,-0.494167951624687,0.00284720140537924,0.107201509801303
2,3,0.291756771876252,-0.0896124580683962,0.00284720140257369,0.528244358027369,-0.492009638244017,0.00284720140256684,0.105675351675373
2,3,0.291385339186709,-0.0917706351864076,0.00284720140079181,0.529770419767491,-0.489851324929594,0.00284720140078459,0.104149193763192
2,3,0.291037440750086,-0.0939288124804671,0.00284720139847006,0.531296481543252,-0.487693011792961,0.00284720139846247,0.102623035884169
2,3,0.290713161056187,-0.0960869899501113,0.00284720139548852,0.532822543337482,-0.485534698832474,0.00284720139548237,0.101096878022804
2,3,0.290412579221859,-0.0982451674562126,0.00284720139362973,0.53434860532927,-0.483376385906161,0.00284720139362312,0.0995707203622124
2,3,0.290135768905749,-0.100403345128251,0.00284720139097956,0.535874667321585,-0.481218073152213,0.00284720139097393,0.0980445626930402
2,3,0.289882798200995,-0.102561522809859,0.00284720138955399,0.537400729515664,-0.479059760402717,0.00284720138954857,0.0965184052328552
2,3,0.289653729571101,-0.104719700662215,0.00284720138716895,0.538926791662056,-0.476901447823677,0.00284720138716023,0.0949922477253858
2,3,0.289448619763688,-0.106877878690858,0.00284720138352894,0.540452853726728,-0.474743135421655,0.00284720138351956,0.0934660901351519
2,3,0.289267519742421,-0.109036056685923,0.0028472013813678,0.54197891601838,-0.472584822990275,0.00284720138135163,0.091939932765918
2,3,0.289110474631153,-0.111194234869848,0.00284720137748989,0.543504978170623,-0.470426510741921,0.0028472013774802,0.0904137752655183
2,3,0.288977523642526,-0.113352412983953,0.00284720137547027,0.545031040562474,-0.468268198416356,0.00284720137546184,0.0888876180151709
2,3,0.288868700051579,-0.115510591316947,0.00284720137099527,0.546557102777842,-0.466109886327184,0.00284720137098,0.0873614605635782
2,3,0.288784031122448,-0.117668769469829,0.00284720136901437,0.548083165334733,-0.463951574036987,0.00284720136899719,0.0858353034830768
2,3,0.288723538118876,-0.119826948032779,0.00284720136304618,0.549609227598756,-0.461793262191445,0.00284720136304322,0.0843091460607787
2,3,0.28868723623466,-0.121985126249328,0.0028472013613611,0.551135290342573,-0.459634949970614,0.00284720136130648,0.082782989159127
2,3,0.28867513459481,-0.124143305123547,0.00284720134720329,0.552661351754512,-0.457476638406079,0.00284720134719324,0.0812568309275657
2,4,0.306186217847893,-0.0425201156,0.0028472604,0.494945040896644,0.4574798844,0.0028472604,0.141391650303356
2,4,0.306186217841353,-0.0425201209524763,0.00284725758433177,0.489460673619012,0.457479879043333,0.00284725758433108,0.135907283042484
2,4,0.306186217841398,-0.042520126338969,0.00284725476876032,0.483976306349839,0.457479873656841,0.00284725476875872,0.130422915773154
2,4,0.306186217843767,-0.042520132076401,0.00284725195158254,0.478491939084691,0.457479867919408,0.00284725195158041,0.124938548499799
2,4,0.306186217843767,-0.0425201371371416,0.00284724913844925,0.473007571815439,0.457479862858667,0.00284724913844622,0.119454181230547
2,4,0.306186217838218,-0.0425201430983367,0.00284724632051985,0.467523204567141,0.457479856897361,0.00284724632051669,0.113969813940342
2,4,0.306186117676738,-0.0425201451548027,0.00284724351843735,0.462039010785493,0.457479854865372,0.00284724351843241,0.108485273189037
2,4,0.305450608515787,-0.0425201776072862,0.00284724078411253,0.45798241459965,0.457479875072529,0.00284724078410511,0.101874631945381
2,4,0.302332849162441,-0.0425202263880918,0.00284724077674641,0.463452199342732,0.457479923867685,0.00284724077673885,0.0963757208215543
2,4,0.299283114340466,-0.0425202260344127,0.00284724077119261,0.468925563479382,0.45747992354426,0.00284724077118463,0.0908803724508155
2,4,0.296303509230361,-0.0425202254257088,0.00284724076588847,0.474399119112253,0.457479922974528,0.00284724076588084,0.0853852148168593
2,4,0.293396170497532,-0.0425202247477833,0.00284724076064469,0.479872854937056,0.457479922334695,0.00284724076063766,0.0798902366723701
2,4,0.290563267443479,-0.0425202240011362,0.00284724075558604,0.485346764505599,0.457479921643681,0.00284724075557721,0.0743954316054395
2,4,0.287806998129999,-0.042520223182737,0.00284724075067431,0.490820841422963,0.457479920893139,0.00284724075066488,0.0689007932560171
2,4,0.285129584983934,-0.0425202222886328,0.00284724074586398,0.496295079345417,0.457479920073608,0.00284724074585372,0.0634063153138902
2,4,0.282533269869294,-0.0425202213142811,0.0028472407411041,0.501769471979698,0.457479919173756,0.00284724074109299,0.0579119915180188
2,4,0.280020308612771,-0.0425202202599503,0.00284724073633925,0.507244013078466,0.457479918181262,0.00284724073632649,0.0524178156520629
2,4,0.277592964974216,-0.0425202191177365,0.00284724073150299,0.512718696435136,0.457479917082154,0.00284724073148967,0.0469237815392853
2,4,0.275253504060173,-0.0425202178874353,0.00284724072652592,0.51819351588551,0.457479915860643,0.00284724072651107,0.0414298830442313
2,4,0.273004185186078,-0.0425202165785993,0.00284724072216165,0.523668465381069,0.457479914631102,0.00284724072214754,0.0359361141458131
2,4,0.27084725420152,-0.042520215171427,0.00284724071752303,0.529143538743699,0.457479913243337,0.00284724071750716,0.0304424686929315
2,4,0.268784935301459,-0.0425202136841304,0.00284724071386168,0.534618730037833,0.457479911881185,0.0028472407138449,0.0249489407753911
2,4,0.266819422358119,-0.0425202120844852,0.00284724070976867,0.540094033092153,0.457479910425486,0.00284724070975184,0.0194555242472633
2,4,0.264952869816981,-0.0425202103685159,0.00284724070510074,0.545569441885176,0.457479908763786,0.00284724070508388,0.0139622131112149
2,4,0.263187383213529,-0.0425202085587129,0.00284724070179727,0.551044950619596,0.457479907168614,0.00284724070178419,0.0084690015926732
2,4,0.261525009378131,-0.0425202066074175,0.00284724069767492,0.556520553115477,0.457479905277964,0.00284724069766398,0.00297588353502625
2,4,0.25996772640678,-0.0425202045018854,0.00284724069250035,0.561996243400541,0.45747990307865,0.00284724069249226,-0.00251714701196743
2,4,0.258517433488271,-0.0425202022719485,0.0028472406885263,0.567472015763159,0.457479900977512,0.00284724068851602,-0.00801009573928446
2,4,0.257175940687471,-0.0425201998841084,0.00284724068578622,0.572947864286901,0.457479898832946,0.00284724068577592,-0.0135029685425789
2,4,0.255944958792979,-0.0425201972673206,0.00284724068136503,0.578423782775849,0.457479896189942,0.00284724068135346,-0.0189957715966255
2,4,0.254826089345287,-0.0425201944446073,0.00284724067802172,0.583899765605483,0.457479893553818,0.00284724067800805,-0.0244885105070136
2,4,0.25382081496795,-0.0425201913736179,0.00284724067581439,0.589375806892903,0.4574798906237,0.00284724067580492,-0.0299811911373262
2,4,0.252930490125605,-0.042520187942731,0.00284724067082559,0.594851900373569,0.457479887124391,0.00284724067081565,-0.03547381973201
2,4,0.25215633243433,-0.0425201842030696,0.00284724066670886,0.600328040535269,0.457479883099579,0.0028472406666883,-0.0409664017857933
2,4,0.251499414648359,-0.0425201800763278,0.00284724066357005,0.605804221524993,0.457479878549259,0.0028472406635562,-0.0464589431334666
2,4,0.250960657440119,-0.0425201755370218,0.00284724066167703,0.611280437508427,0.457479873878496,0.00284724066166469,-0.0519514495914417
2,4,0.250540823084185,-0.042520170484132,0.00284724065354594,0.616756681897253,0.457479868046908,0.00284724065353541,-0.0574439277281249
2,4,0.250240510143328,-0.0425201650699414,0.00284724064555984,0.62223294947284,0.457479862144679,0.00284724064554251,-0.0629363827464815
2,4,0.250060149242695,-0.0425201592209103,0.00284724063771309,0.627709234394105,0.457479856201562,0.00284724063769705,-0.0684288204702251
2,4,0.249999999999997,-0.0425201523566723,0.00284724063001729,0.63318553082143,0.457479850219596,0.00284724063001196,-0.0739212467217235
3,4,0.28867513459481,0.047306742,0.279304052591271,-0.19287694478652,-0.452693258,0.445970719308729,0.0428253155730671
3,4,0.288675134593431,0.0513131371529307,0.280639523095961,-0.19098830842433,-0.448686862843359,0.447306189306063,0.0447139522951248
3,4,0.288675134592336,0.0553195322782605,0.281974993568651,-0.189099671973787,-0.444680467718031,0.448641659409446,0.0466025890014427
3,4,0.288675134592709,0.0593259273922,0.283310463949469,-0.187211035437726,-0.440674072604086,0.449977129114153,0.0484912260174245
3,4,0.288675134591969,0.0633323225323264,0.28464593472043,-0.1853223992408,-0.436667677460248,0.45131260026111,0.0503798619578757
3,4,0.288675134586478,0.0673387173600233,0.285981404954452,-0.18343376199953,-0.432661282632549,0.452648070989836,0.052268498862786
3,4,0.288675134571662,0.0713451126081396,0.287316874175715,-0.181545124976909,-0.428654887354724,0.453983545253959,0.0541571323558576
3,4,0.288675062197282,0.0753513828004144,0.288652304824024,-0.179656549951242,-0.424648366413416,0.455319057879434,0.0560458266952836
3,4,0.288213273990647,0.0784749585299099,0.289693503787805,-0.178184081154234,-0.419921244970234,0.456894769769386,0.0582742158210069
3,4,0.285939503589616,0.0744802426609932,0.28836193186269,-0.180067208295967,-0.415903199239035,0.458234118361252,0.0601683407340305
3,4,0.283722943454446,0.0704824889182613,0.287029347304152,-0.181951767502362,-0.411888176027629,0.45957245944398,0.0620610408144225
3,4,0.281564949102127,0.0664846235170838,0.285696725526211,-0.183836379341573,-0.407873263996742,0.460910763465001,0.0639536884862946
3,4,0.279466877263191,0.0624866525251811,0.284364068548085,-0.185721040941666,-0.403858457111236,0.462249032434018,0.0658462866079513
3,4,0.277430087455478,0.0584885797343595,0.283031377629094,-0.187605750513173,-0.399843751605396,0.463587267607912,0.0677388369658753
3,4,0.275455939106109,0.0544904089249075,0.281698654058417,-0.189490506363299,-0.395829143707919,0.464925470257598,0.0696313412268126
